#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/,1M pop,,Population,Continent,1 Caseevery X ppl1 Deathevery X ppl1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
1,USA,"91,429,409",,"1,049,274 ",,"86,752,569",,"3,627,566","4,148",,,"1,060,886,881",, ,North America,,,,
2,India,"43,779,265",,"525,760 ",,"43,098,090",,"155,415",698,"31,100",373,"869,687,102","617,816","1,407,680,653 ",Asia,"322,6772",,,110
3,Brazil,"33,339,815",,"675,551 ",,"31,640,771",,"1,023,493","8,318","154,608","3,133","63,776,166","295,751","215,641,433 ",South America,63193,,,"4,746"
4,France,"33,034,311",,"150,835 ",,"30,674,954",,"2,208,522",869,"503,817","2,300","271,490,188","4,140,585","65,568,079 ",Europe,24350,,,"33,683"
5,Germany,"29,853,680",,"142,635 ",,"27,906,500","+119,800","1,804,545","1,269","354,009","1,691","122,332,384","1,450,633","84,330,334 ",Europe,35911,,,"21,399"
6,UK,"23,075,360",,"181,580 ",,"22,396,761","+20,887","497,019",146,"336,310","2,646","522,526,476","7,615,520","68,613,369 ",Europe,33780,,,"7,244"
7,Italy,"20,177,910",,"170,037 ",,"18,553,478",,"1,454,395",417,"334,733","2,821","232,999,370","3,865,250","60,280,538 ",Europe,33550,,,"24,127"
8,S. Korea,"18,861,593","+73,537","24,765 ",+12,"18,344,104","+9,505","492,724",91,"367,249",482,"15,804,065","307,717","51,359,166 ",Asia,"32,0743","1,432",0.2,"9,594"
9,Russia,"18,494,844",,"381,916 ",,"17,911,340",,"201,588","2,300","126,623","2,615","273,400,000","1,871,807","146,062,072 ",Europe,83821,,,"1,380"
10,Turkey,"15,297,539",,"99,088 ",,"15,096,774",,"101,677",975,"177,486","1,150","162,743,369","1,888,186","86,190,334 ",Asia,68701,,,"1,180"
11,Spain,"13,090,476",,"109,348 ",,"12,396,745",,"584,383",339,"279,761","2,337","471,036,328","10,066,662","46,791,709 ",Europe,44280,,,"12,489"
12,Vietnam,"10,761,435",,"43,091 ",,"9,818,357",,"899,987",29,"108,564",435,"85,826,548","865,841","99,125,103 ",Asia,"92,3001",,,"9,079"
13,Japan,"10,308,445",,"31,594 ",,"9,547,252",,"729,599",129,"82,017",251,"59,060,542","469,902","125,687,029 ",Asia,"123,9782",,,"5,805"
14,Argentina,"9,465,827",,"129,202 ",,"9,237,970","+3,615","98,655",393,"205,592","2,806","35,716,069","775,732","46,041,756 ",South America,53561,,,"2,143"
15,Australia,"8,849,079","+36,397","10,770 ",+51,"8,425,795",,"412,514",150,"339,001",413,"75,244,302","2,882,545","26,103,426 ",Australia/Oceania,"32,4240","1,394",2,"15,803"
16,Netherlands,"8,287,266",,"22,432 ",,"8,103,656",,"161,178",54,"481,476","1,303","21,107,399","1,226,305","17,212,194 ",Europe,27671,,,"9,364"
17,Iran,"7,284,165",,"141,513 ",,"7,068,990",,"73,662",579,"84,517","1,642","52,690,831","611,362","86,186,017 ",Asia,126092,,,855
18,Mexico,"6,454,263","+5,786","326,523 ",+19,"5,539,170","+32,093","588,570","4,798","49,009","2,479","17,206,325","130,652","131,696,032 ",North America,204038,44,0.1,"4,469"
19,Colombia,"6,223,497",,"140,365 ",,"6,031,815",,"51,317",342,"119,707","2,700","35,781,769","688,254","51,989,211 ",South America,83701,,,987
20,Indonesia,"6,138,346",,"156,859 ",,"5,952,981",,"28,506","2,771","21,968",561,"102,193,503","365,730","279,423,671 ",Asia,"461,7813",,,102
21,Poland,"6,032,794",,"116,470 ",,"5,335,772",,"580,552",408,"159,758","3,084","36,557,292","968,095","37,762,086 ",Europe,63241,,,"15,374"
22,Portugal,"5,294,315",,"24,474 ",,"5,036,747",,"233,094",61,"522,323","2,415","43,527,258","4,294,285","10,136,089 ",Europe,24140,,,"22,996"
23,Ukraine,"5,020,181",,"108,690 ",,"4,908,348",+150,"3,143",177,"116,213","2,516","19,521,252","451,900","43,198,137 ",Europe,93972,,,73
24,DPRK,"4,771,860",+260,74 ,,"4,771,200",+380,586,,"183,468",3,,,"26,009,240 ",Asia,"5351,476",10,,23
25,Malaysia,"4,626,061",,"35,862 ",,"4,548,014",,"42,185",57,"139,289","1,080","61,815,535","1,861,245","33,211,928 ",Asia,79261,,,"1,270"
26,Austria,"4,618,283",,"18,934 ",,"4,477,310",,"122,039",76,"506,879","2,078","192,298,733","21,105,718","9,111,215 ",Europe,24810,,,"13,394"
27,Thailand,"4,562,968","+2,125","31,034 ",+18,"4,509,596","+2,501","22,338","1,496","65,039",442,"17,270,775","246,173","70,157,184 ",Asia,"152,2614",30,0.3,318
28,Israel,"4,518,516",,"11,181 ",,"4,443,356",,"63,979",310,"484,507","1,199","41,373,364","4,436,346","9,326,000 ",Asia,28340,,,"6,860"
29,Belgium,"4,349,050",,"32,051 ",,"4,160,639","+2,375","156,360",74,"371,952","2,741","34,784,155","2,974,912","11,692,498 ",Europe,33650,,,"13,373"
30,Taiwan,"4,282,777",,"8,224 ",,"3,677,935",,"596,618",,"179,161",344,"22,048,589","922,354","23,904,688 ",Asia,"62,9071",,,"24,958"
31,Chile,"4,141,778",,"59,126 ",,"3,823,299",,"259,353",192,"212,935","3,040","41,414,656","2,129,187","19,450,921 ",South America,53290,,,"13,334"
32,Canada,"4,012,359",,"43,583 ",,"3,695,850",,"272,926",195,"104,442","1,134","62,586,673","1,629,133","38,417,170 ",North America,108811,,,"7,104"
33,South Africa,"4,000,631",,"101,922 ",,"3,892,034",,"6,675",192,"65,763","1,675","25,887,017","425,535","60,834,082 ",Africa,155972,,,110
34,Czechia,"3,952,650",,"40,355 ",,"3,900,603",,"11,692",14,"367,706","3,754","55,630,212","5,175,145","10,749,499 ",Europe,32660,,,"1,088"
35,Switzerland,"3,843,522",,"14,021 ",,"3,686,765","+3,912","142,736",54,"437,573","1,596","21,598,881","2,458,967","8,783,723 ",Europe,26260,,,"16,250"
36,Greece,"3,843,142",,"30,476 ",,"3,614,441",,"198,225",103,"372,424","2,953","86,634,526","8,395,422","10,319,258 ",Europe,33390,,,"19,209"
37,Peru,"3,761,445",,"213,840 ",,"3,430,359",,"117,246",182,"110,928","6,306","32,342,335","953,804","33,908,802 ",South America,91591,,,"3,458"
38,Philippines,"3,735,383",,"60,641 ",,"3,654,218",,"20,524",522,"33,187",539,"31,170,885","276,936","112,556,318 ",Asia,"301,8564",,,182
39,Denmark,"3,044,171",,"6,563 ",,"3,012,701",,"24,907",14,"521,816","1,125","127,854,498","21,916,149","5,833,803 ",Europe,28890,,,"4,269"
40,Romania,"2,967,222",,"65,815 ",,"2,853,646",,"47,761",115,"156,366","3,468","23,749,514","1,251,550","18,976,085 ",Europe,62881,,,"2,517"
41,Sweden,"2,528,166",,"19,170 ",,"2,494,666",+217,"14,330",16,"247,188","1,874","18,709,369","1,829,282","10,227,713 ",Europe,45341,,,"1,401"
42,Iraq,"2,409,641",,"25,273 ",,"2,350,301",,"34,067",25,"57,286",601,"18,949,265","450,490","42,063,663 ",Asia,"171,6642",,,810
43,Serbia,"2,059,982",,"16,173 ",,"2,013,234",,"30,575",13,"237,719","1,866","10,053,386","1,160,147","8,665,617 ",Europe,45361,,,"3,528"
44,Bangladesh,"1,997,412",,"29,241 ",,"1,926,957",,"41,214","1,228","11,887",174,"14,510,877","86,356","168,036,329 ",Asia,"845,74712",,,245
45,Hungary,"1,940,824",,"46,696 ",,"1,878,221",,"15,907",16,"201,952","4,859","11,394,556","1,185,656","9,610,335 ",Europe,52061,,,"1,655"
46,Slovakia,"1,806,246",,"20,172 ",,"1,777,292",,"8,782",26,"330,510","3,691","7,201,031","1,317,655","5,465,035 ",Europe,32711,,,"1,607"
47,Jordan,"1,700,526",,"14,068 ",,"1,685,354",,"1,104",124,"163,359","1,351","16,894,012","1,622,902","10,409,754 ",Asia,67401,,,106
48,Georgia,"1,667,453",,"16,847 ",,"1,637,293",,"13,313",,"419,638","4,240","16,920,079","4,258,174","3,973,553 ",Asia,22360,,,"3,350"
49,Ireland,"1,628,745",,"7,537 ",,"1,573,775","+1,471","47,433",39,"322,505","1,492","12,480,436","2,471,227","5,050,300 ",Europe,36700,,,"9,392"
50,Singapore,"1,602,273",,"1,457 ",,"1,505,241",,"95,575",16,"269,553",245,"24,107,231","4,055,592","5,944,195 ",Asia,"44,0800",,,"16,079"
51,Pakistan,"1,546,744",,"30,445 ",,"1,505,635",,"10,664",169,"6,735",133,"29,297,676","127,580","229,641,780 ",Asia,"1487,5438",,,46
52,New Zealand,"1,519,490","+10,762","1,803 ",+19,"1,448,721","+11,817","68,966",,"303,770",360,"7,342,253","1,467,834","5,002,100 ",Australia/Oceania,"32,7741","2,151",4,"13,787"
53,Norway,"1,453,071",,"3,504 ",,"1,444,612",,"4,955",20,"263,825",636,"11,002,430","1,997,641","5,507,710 ",Europe,"41,5721",,,900
54,Kazakhstan,"1,318,044",,"13,664 ",,"1,295,042",,"9,338",24,"68,524",710,"11,575,012","601,772","19,234,864 ",Asia,"151,4082",,,485
55,Hong Kong,"1,297,772",,"9,440 ",,"1,209,735",,"78,597",4,"170,288","1,239","50,415,048","6,615,238","7,621,048 ",Asia,68070,,,"10,313"
56,Morocco,"1,251,766",,"16,189 ",,"1,222,236",,"13,341",293,"33,113",428,"12,118,431","320,568","37,803,013 ",Africa,"302,3353",,,353
57,Bulgaria,"1,187,138",,"37,301 ",,"1,136,975",,"12,862",32,"173,512","5,452","10,186,273","1,488,824","6,841,824 ",Europe,61831,,,"1,880"
58,Finland,"1,171,034",,"5,012 ",,"1,128,585","+8,255","37,437",21,"210,683",902,"11,129,795","2,002,383","5,558,274 ",Europe,"51,1090",,,"6,735"
59,Croatia,"1,168,191",,"16,158 ",,"1,143,556",,"8,477",20,"288,182","3,986","4,998,397","1,233,058","4,053,658 ",Europe,32511,,,"2,091"
60,Lebanon,"1,142,644",,"10,491 ",,"1,087,587",,"44,566",186,"168,952","1,551","4,795,578","709,077","6,763,129 ",Asia,66451,,,"6,590"
61,Cuba,"1,106,879",,"8,529 ",,"1,097,965",,385,23,"97,846",754,"13,997,964","1,237,387","11,312,518 ",North America,"101,3261",,,34
62,Tunisia,"1,087,030",,"28,823 ",,N/A,N/A,N/A,29,"90,054","2,388","4,743,992","393,011","12,070,885 ",Africa,114193,,,"2,606"
63,Lithuania,"1,074,646",,"9,190 ",,"1,038,300",,"27,156",6,"406,310","3,475","10,029,476","3,792,014","2,644,894 ",Europe,22880,,,"10,267"
64,Slovenia,"1,060,741",,"6,667 ",,"1,034,542",,"19,532",16,"510,089","3,206","2,694,049","1,295,514","2,079,521 ",Europe,23121,,,"9,393"
65,Belarus,"994,037",,"7,118 ",,"985,592",,"1,327",,"105,267",754,"13,646,641","1,445,162","9,442,985 ",Europe,"91,3271",,,141
66,Guatemala,"985,245",,"18,839 ",,"893,334",,"73,072",5,"52,994","1,013","5,152,424","277,137","18,591,610 ",North America,199874,,,"3,930"
67,Nepal,"981,794",,"11,954 ",,"968,064",,"1,776",,"32,503",396,"5,787,357","191,597","30,205,838 ",Asia,"312,5275",,,59
68,UAE,"974,802",,"2,325 ",,"955,076",,"17,401",,"96,190",229,"174,326,021","17,201,809","10,134,168 ",Asia,"104,3590",,,"1,717"
69,Bolivia,"969,652",,"21,982 ",,"905,056",,"42,614",220,"80,819","1,832","2,705,422","225,492","11,997,838 ",South America,125464,,,"3,552"
70,Uruguay,"965,370",,"7,373 ",,"955,371",,"2,626",18,"275,955","2,108","6,114,822","1,747,949","3,498,283 ",South America,44741,,,751
71,Panama,"942,083",,"8,395 ",,"922,313",,"11,375",16,"211,546","1,885","6,695,106","1,503,395","4,453,324 ",North America,55301,,,"2,554"
72,Ecuador,"935,211",,"35,774 ",,"877,680",,"21,757",759,"51,415","1,967","2,470,170","135,801","18,189,569 ",South America,195087,,,"1,196"
73,Mongolia,"930,677",,"2,179 ",,N/A,N/A,N/A,192,"274,862",644,"4,030,048","1,190,215","3,385,984 ",Asia,"41,5541",,,"181,703"
74,Costa Rica,"904,934",,"8,525 ",,"860,711",,"35,698",52,"174,394","1,643","4,659,757","898,006","5,189,006 ",North America,66091,,,"6,880"
75,Latvia,"846,530",,"5,875 ",,"831,322",,"9,333",1,"459,148","3,187","7,368,092","3,996,364","1,843,699 ",Europe,23140,,,"5,062"
76,Saudi Arabia,"804,570",,"9,233 ",,"788,371",,"6,966",145,"22,399",257,"43,704,864","1,216,732","35,919,876 ",Asia,"453,8901",,,194
77,Azerbaijan,"794,656",,"9,723 ",,"784,032",,901,,"76,960",942,"7,004,415","678,354","10,325,597 ",Asia,"131,0621",,,87
78,Paraguay,"688,820",,"19,083 ",,"647,415",,"22,322",6,"94,214","2,610","2,646,163","361,930","7,311,262 ",South America,113833,,,"3,053"
79,Sri Lanka,"664,510",,"16,528 ",,"647,457",,525,,"30,770",765,"6,486,117","300,334","21,596,370 ",Asia,"321,3073",,,24
80,Bahrain,"650,625",,"1,506 ",,"637,954",,"11,165",14,"357,050",826,"10,121,898","5,554,698","1,822,223 ",Asia,"31,2100",,,"6,127"
81,Kuwait,"648,216",,"2,556 ",,"641,752",,"3,908",6,"147,342",581,"8,242,720","1,873,598","4,399,408 ",Asia,"71,7211",,,888
82,Dominican Republic,"622,432",,"4,383 ",,"613,029",,"5,020",27,"56,228",396,"3,558,356","321,447","11,069,815 ",North America,"182,5263",,,453
83,Myanmar,"613,838",,"19,434 ",,"592,744",,"1,660",,"11,130",352,"8,463,296","153,449","55,153,806 ",Asia,"902,8387",,,30
84,Palestine,"592,699",,"5,360 ",,"582,977",,"4,362",17,"110,923","1,003","3,078,533","576,146","5,343,319 ",Asia,99972,,,816
85,Estonia,"585,143",,"2,608 ",,"523,576",,"58,959",6,"440,502","1,963","3,424,969","2,578,356","1,328,354 ",Europe,25090,,,"44,385"
86,Cyprus,"545,896",,"1,086 ",,"124,370",,"420,440",60,"445,525",886,"9,477,138","7,734,627","1,225,287 ",Asia,"21,1280",,,"343,136"
87,Venezuela,"530,402",,"5,748 ",,"521,043",,"3,611",36,"18,761",203,"3,359,014","118,812","28,271,662 ",South America,"534,9198",,,128
88,Moldova,"520,321",,"11,567 ",,"504,142",,"4,612",49,"129,599","2,881","3,216,305","801,103","4,014,846 ",Europe,83471,,,"1,149"
89,Egypt,"515,645",,"24,613 ",,"442,182",,"48,850",122,"4,852",232,"3,693,367","34,754","106,271,685 ",Africa,"2064,31829",,,460
90,Libya,"502,642",,"6,431 ",,"490,973",,"5,238",101,"71,177",911,"2,477,219","350,787","7,061,898 ",Africa,"141,0983",,,742
91,Ethiopia,"491,086",,"7,561 ",,"468,107",,"15,418",40,"4,066",63,"5,104,319","42,264","120,772,370 ",Africa,"24615,97324",,,128
92,Honduras,"432,139",,"10,919 ",,"132,498",,"288,722",105,"42,259","1,068","1,420,311","138,893","10,225,957 ",North America,249377,,,"28,234"
93,Réunion,"429,237",,825 ,,"418,572",,"9,840",10,"472,548",908,"1,603,660","1,765,475","908,345 ",Africa,"21,1011",,,"10,833"
94,Armenia,"424,400",,"8,629 ",,"412,661",,"3,110",,"142,678","2,901","3,109,931","1,045,517","2,974,538 ",Asia,73451,,,"1,046"
95,Qatar,"396,344",,680 ,,"388,069",,"7,595",6,"141,158",242,"3,705,011","1,319,540","2,807,805 ",Asia,"74,1291",,,"2,705"
96,Oman,"391,641",,"4,260 ",,"384,669",,"2,712",2,"72,910",793,"25,000,000","4,654,151","5,371,549 ",Asia,"141,2610",,,505
97,Bosnia and Herzegovina,"381,150",,"15,819 ",,N/A,N/A,N/A,,"117,667","4,884","1,802,616","556,497","3,239,218 ",Europe,82052,,,"53,443"
98,Kenya,"336,798",,"5,668 ",,"329,901",,"1,229",2,"5,994",101,"3,797,731","67,590","56,187,389 ",Africa,"1679,91315",,,22
99,Zambia,"327,994",,"4,009 ",,"322,419",,"1,566",4,"16,877",206,"3,589,883","184,720","19,434,171 ",Africa,"594,8485",,,81
100,Botswana,"324,841",,"2,760 ",,"321,024",,"1,057",1,"132,670","1,127","2,026,898","827,817","2,448,485 ",Africa,88871,,,432
101,North Macedonia,"319,037",,"9,339 ",,"306,979",,"2,719",,"153,148","4,483","2,082,678","999,749","2,083,200 ",Europe,72231,,,"1,305"
102,Albania,"296,732",,"3,518 ",,"284,013",,"9,201",,"103,341","1,225","1,866,752","650,122","2,871,389 ",Europe,108162,,,"3,204"
103,Luxembourg,"274,524",,"1,102 ",,"259,768",,"13,654",,"424,465","1,704","4,349,750","6,725,520","646,753 ",Europe,25870,,,"21,112"
104,Algeria,"266,487",,"6,875 ",,"178,804",,"80,808",6,"5,861",151,"230,861","5,078","45,466,328 ",Africa,"1716,613197",,,"1,777"
105,Nigeria,"259,007",,"3,144 ",,"250,485",,"5,378",11,"1,196",15,"5,349,305","24,701","216,561,537 ",Africa,"83668,88140",,,25
106,Zimbabwe,"256,083",,"5,566 ",,"249,862",,655,12,"16,733",364,"2,424,666","158,430","15,304,290 ",Africa,"602,7506",,,43
107,Montenegro,"247,609",,"2,732 ",,"240,795",,"4,082",6,"394,139","4,349","2,519,568","4,010,595","628,228 ",Europe,32300,,,"6,498"
108,Uzbekistan,"242,305",,"1,637 ",,"239,196",,"1,472",23,"7,032",48,"1,377,915","39,987","34,458,694 ",Asia,"14221,05025",,,43
109,Mozambique,"229,077",,"2,215 ",,"226,438",,424,11,"6,933",67,"1,360,359","41,171","33,041,643 ",Africa,"14414,91724",,,13
110,Laos,"210,546",,757 ,,N/A,N/A,N/A,,"28,107",101,"1,233,207","164,627","7,490,927 ",Asia,"369,8966",,,"26,983"
111,Martinique,"207,969",,987 ,,104,,"206,878",8,"555,070","2,634","828,928","2,212,410","374,672 ",North America,23800,,,"552,158"
112,Kyrgyzstan,"201,329",,"2,991 ",,"196,406",,"1,932",131,"29,854",444,"1,907,195","282,808","6,743,771 ",Asia,"332,2554",,,286
113,Iceland,"199,611",,179 ,,N/A,N/A,N/A,1,"577,311",518,"1,979,580","5,725,301","345,760 ",Europe,"21,9320",,,"357,899"
114,Maldives,"183,908",,307 ,,"163,687",,"19,914",25,"328,428",548,"2,213,831","3,953,517","559,965 ",Asia,"31,8240",,,"35,563"
115,Afghanistan,"183,687",,"7,733 ",,"165,726",,"10,228","1,124","4,511",190,"1,015,340","24,937","40,716,715 ",Asia,"2225,26540",,,251
116,Brunei ,"182,950",,225 ,,"164,116",,"18,609",3,"410,180",504,"717,784","1,609,295","446,024 ",Asia,"21,9821",,,"41,722"
117,El Salvador,"180,970",,"4,177 ",,"165,895",,"10,898",8,"27,617",637,"2,368,512","361,442","6,552,958 ",North America,"361,5693",,,"1,663"
118,Guadeloupe,"175,348",,958 ,,"2,250",,"172,140",19,"438,081","2,393","938,039","2,343,551","400,264 ",North America,24180,,,"430,066"
119,Namibia,"169,253",,"4,065 ",,"164,813",,375,,"64,238","1,543","1,062,663","403,322","2,634,773 ",Africa,166482,,,142
120,Trinidad and Tobago,"169,227",,"4,039 ",,"159,174",,"6,014",18,"120,127","2,867","783,472","556,154","1,408,731 ",North America,83492,,,"4,269"
121,Uganda,"168,776",,"3,627 ",,"100,420",,"64,729",5,"3,467",74,"2,982,670","61,261","48,687,606 ",Africa,"28813,42416",,,"1,329"
122,Ghana,"167,215",,"1,456 ",,"165,153",,606,2,"5,162",45,"2,479,277","76,530","32,396,041 ",Africa,"19422,25013",,,19
123,Jamaica,"144,881",,"3,171 ",,"92,449",,"49,261",,"48,495","1,061","1,140,821","381,861","2,987,528 ",North America,219423,,,"16,489"
124,Cambodia,"136,477",,"3,056 ",,"133,302",,119,,"7,939",178,"3,005,631","174,838","17,190,970 ",Asia,"1265,6256",,,7
125,Rwanda,"131,906",,"1,464 ",,"45,522",,"84,920",,"9,694",108,"5,620,449","413,051","13,607,149 ",Africa,"1039,2952",,,"6,241"
126,Cameroon,"120,068",,"1,931 ",,"117,791",,346,13,"4,304",69,"1,751,774","62,802","27,893,764 ",Africa,"23214,44516",,,12
127,Malta,"111,149",,773 ,,"103,974",,"6,402",4,"250,369","1,741","2,001,696","4,508,923","443,941 ",Europe,45740,,,"14,421"
128,Angola,"102,209",,"1,912 ",,"97,149",,"3,148",,"2,924",55,"1,499,795","42,911","34,951,697 ",Africa,"34218,28023",,,90
129,DRC,"91,737",,"1,376 ",,"50,930",,"39,431",,964,14,"846,704","8,902","95,115,482 ",Africa,"1,03769,125112",,,415
130,French Guiana,"89,779",,402 ,,"11,254",,"78,123",1,"285,489","1,278","644,972","2,050,955","314,474 ",South America,47820,,,"248,424"
131,Barbados,"87,754",,479 ,,"85,350",,"1,925",,"304,603","1,663","716,572","2,487,294","288,093 ",North America,36010,,,"6,682"
132,Malawi,"86,968",,"2,655 ",,"83,551",,762,67,"4,319",132,"597,746","29,682","20,138,291 ",Africa,"2327,58534",,,38
133,Senegal,"86,791",,"1,968 ",,"84,603",,220,,"4,919",112,"1,125,833","63,808","17,643,980 ",Africa,"2038,96516",,,12
134,Channel Islands,"85,848",,181 ,,"82,813",,"2,854",,"484,656","1,022","1,252,808","7,072,737","177,132 ",Europe,29790,,,"16,112"
135,Ivory Coast,"84,616",,808 ,,"83,565",,243,,"3,054",29,"1,567,145","56,554","27,710,703 ",Africa,"32734,29518",,,9
136,Suriname,"80,919",,"1,377 ",,"49,590",,"29,952",,"135,462","2,305","238,251","398,844","597,354 ",South America,74343,,,"50,141"
137,French Polynesia,"74,113",,649 ,,N/A,N/A,N/A,7,"260,759","2,283",,,"284,220 ",Australia/Oceania,4438,,,"140,609"
138,Eswatini,"73,243",,"1,417 ",,"71,788",,38,11,"61,826","1,196","1,039,299","877,291","1,184,668 ",Africa,168361,,,32
139,Guyana,"68,972",,"1,267 ",,"66,686",,"1,019",,"86,834","1,595","670,394","844,013","794,293 ",South America,126271,,,"1,283"
140,Fiji,"66,975",,870 ,,"64,368",,"1,737",,"73,624",956,"592,054","650,827","909,695 ",Australia/Oceania,"141,0462",,,"1,909"
141,New Caledonia,"66,596",,314 ,,"64,483",,"1,799",9,"228,776","1,079","98,964","339,969","291,097 ",Australia/Oceania,49273,,,"6,180"
142,Madagascar,"66,289",,"1,406 ",,"64,277",,606,6,"2,275",48,"484,927","16,639","29,143,130 ",Africa,"44020,72860",,,21
143,Belize,"66,179",,680 ,,"64,810",,689,6,"160,491","1,649","576,016","1,396,900","412,353 ",North America,66061,,,"1,671"
144,Sudan,"62,872",,"4,955 ",,N/A,N/A,N/A,,"1,369",108,"562,941","12,254","45,937,684 ",Africa,"7319,27182",,,383
145,Mauritania,"61,970",,989 ,,"59,504",,"1,477",,"12,650",202,"894,186","182,526","4,898,960 ",Africa,"794,9535",,,301
146,Cabo Verde,"61,922",,409 ,,"61,174",,339,23,"108,959",720,"401,416","706,339","568,305 ",Africa,"91,3891",,,597
147,Bhutan,"60,109",,21 ,,"59,959",,129,,"76,190",27,"2,303,734","2,920,037","788,940 ",Asia,"1337,5690",,,164
148,Syria,"56,005",,"3,150 ",,"52,790",,65,,"3,049",171,"146,269","7,963","18,367,863 ",Asia,"3285,831126",,,4
149,Gabon,"48,289",,306 ,,"47,477",,506,,"20,699",131,"1,604,748","687,888","2,332,863 ",Africa,"487,6241",,,217
150,Seychelles,"45,185",,167 ,,"44,755",,263,,"453,715","1,677",,,"99,589 ",Africa,2596,,,"2,641"
151,Curaçao,"44,932",,282 ,,"44,434",,216,3,"271,555","1,704","496,693","3,001,855","165,462 ",North America,45870,,,"1,305"
152,Papua New Guinea,"44,761",,662 ,,"43,982",,117,7,"4,817",71,"249,149","26,811","9,292,750 ",Australia/Oceania,"20814,03737",,,13
153,Andorra,"44,671",,153 ,,"43,802",,716,14,"576,274","1,974","249,838","3,223,009","77,517 ",Europe,25070,,,"9,237"
154,Burundi,"43,222",,38 ,,N/A,N/A,N/A,,"3,427",3,"345,742","27,411","12,613,166 ",Africa,"292331,92536",,,"3,362"
155,Aruba,"41,787",,224 ,,"41,315",,248,1,"388,027","2,080","177,885","1,651,809","107,691 ",North America,34811,,,"2,303"
156,Mauritius,"39,012",,"1,008 ",,"37,157",,847,,"30,572",790,"358,675","281,077","1,276,072 ",Africa,"331,2664",,,664
157,Mayotte,"37,958",,187 ,,N/A,N/A,N/A,,"132,608",653,"176,919","618,075","286,242 ",Africa,"81,5312",,,"121,600"
158,Togo,"37,821",,275 ,,"37,298",,248,,"4,360",32,"762,628","87,916","8,674,517 ",Africa,"22931,54411",,,29
159,Tanzania,"37,510",,841 ,,N/A,N/A,N/A,7,593,13,,,"63,204,830 ",Africa,"1,68575,154",,,577
160,Guinea,"37,358",,443 ,,"36,419",,496,8,"2,695",32,"660,107","47,629","13,859,424 ",Africa,"37131,28521",,,36
161,Isle of Man,"37,239",,110 ,,"26,794",,"10,335",,"433,258","1,280","150,753","1,753,941","85,951 ",Europe,27811,,,"120,243"
162,Bahamas,"36,435",,822 ,,"34,913",,700,,"90,881","2,050","241,422","602,187","400,909 ",North America,114882,,,"1,746"
163,Faeroe Islands,"34,658",,28 ,,N/A,N/A,N/A,5,"703,830",569,"778,000","15,799,521","49,242 ",Europe,"11,7590",,,"547,033"
164,Lesotho,"34,040",,702 ,,"24,155",,"9,183",,"15,637",322,"431,221","198,090","2,176,890 ",Africa,"643,1015",,,"4,218"
165,Haiti,"32,103",,837 ,,"29,895",,"1,371",,"2,747",72,"132,422","11,332","11,686,083 ",North America,"36413,96288",,,117
166,Mali,"31,203",,737 ,,"30,369",,97,,"1,455",34,"710,828","33,153","21,440,624 ",Africa,"68729,09230",,,5
167,Cayman Islands,"27,966",,29 ,,"8,553",,"19,384",1,"415,567",431,"222,773","3,310,345","67,296 ",North America,"22,3210",,,"288,041"
168,Saint Lucia,"27,464",,385 ,,"26,913",,166,,"148,183","2,077","209,716","1,131,527","185,339 ",North America,74811,,,896
169,Benin,"27,216",,163 ,,"25,506",,"1,547",5,"2,131",13,"604,310","47,319","12,770,925 ",Africa,"46978,34921",,,121
170,Somalia,"26,912",,"1,350 ",,"13,182",,"12,380",,"1,602",80,"400,466","23,841","16,797,693 ",Africa,"62412,44342",,,737
